År,År-Månad,A5_id,A5_Id_Description,Befattningskod,BefattningskodText,Åldersgrupp,Antal anställningar,Sjukfrånvaro total %,Sjukfrånvaro total tim
2021,2021-FEB,2,Serviceförvaltningen,9012,Mekaniker,20-29 år,38,5.09 %,172.2
2021,2021-MAR,16,Serviceförvaltningen,7594,Anläggningsarbetare,50-59 år,19,7.19 %,179.7
2020,2020-JUL,6,Teknisk Förvaltning,1234,Administratör,50-59 år,18,6.52 %,145.4
2020,2020-JUN,8,Personalavdelning,9012,Platschef,50-59 år,23,3.36 %,174.2
2019,2019-DEC,8,Serviceförvaltningen,7594,Anläggningsarbetare,40-49 år,47,9.6 %,119.8
2021,2021-AUG,6,IT-avdelning,5678,Mekaniker,30-39 år,19,6.69 %,243.4
2021,2021-AUG,14,Personalavdelning,1234,Mekaniker,50-59 år,10,5.28 %,220.1
2021,2021-JUN,3,Teknisk Förvaltning,7594,Administratör,40-49 år,13,4.11 %,200.2
2020,2020-DEC,10,Personalavdelning,1234,Platschef,40-49 år,41,5.37 %,180.7
2020,2020-NOV,3,Ekonomiavdelning,5678,Platschef,30-39 år,24,3.14 %,218.8
2021,2021-OCT,12,Ekonomiavdelning,7594,Anläggningsarbetare,30-39 år,38,5.54 %,174.2
2021,2021-MAR,17,Serviceförvaltningen,9012,Mekaniker,20-29 år,42,6.72 %,145.0
2021,2021-MAR,5,Ekonomiavdelning,7594,Mekaniker,40-49 år,30,9.1 %,124.1
2020,2020-JAN,9,Teknisk Förvaltning,9012,Administratör,50-59 år,22,7.81 %,197.1
2021,2021-JUL,7,Serviceförvaltningen,7594,Administratör,30-39 år,32,3.78 %,239.4
2021,2021-MAY,4,Teknisk Förvaltning,9012,Platschef,40-49 år,13,4.03 %,123.0
2019,2019-APR,13,Teknisk Förvaltning,5678,Mekaniker,50-59 år,36,6.0 %,127.0
2019,2019-OCT,13,Ekonomiavdelning,5678,Anläggningsarbetare,40-49 år,10,4.37 %,165.0
2020,2020-APR,10,Ekonomiavdelning,5678,IT-specialist,30-39 år,18,3.19 %,221.0
2021,2021-APR,18,Teknisk Förvaltning,7594,Anläggningsarbetare,20-29 år,32,8.64 %,144.1
2021,2021-JUN,17,Ekonomiavdelning,5678,Administratör,40-49 år,28,3.14 %,138.1
2019,2019-AUG,13,Ekonomiavdelning,1234,Anläggningsarbetare,50-59 år,17,8.81 %,193.0
2020,2020-AUG,17,Ekonomiavdelning,5678,Mekaniker,30-39 år,47,4.01 %,180.3
2019,2019-MAY,4,Personalavdelning,9012,Platschef,20-29 år,16,9.82 %,109.0
2019,2019-JUN,1,Teknisk Förvaltning,9012,IT-specialist,50-59 år,23,7.23 %,112.2
2019,2019-APR,1,IT-avdelning,9012,Platschef,50-59 år,25,8.14 %,196.5
2019,2019-DEC,15,Teknisk Förvaltning,7594,IT-specialist,50-59 år,31,3.77 %,169.8
2021,2021-NOV,13,Serviceförvaltningen,1234,IT-specialist,40-49 år,23,9.03 %,245.6
2021,2021-SEP,17,Ekonomiavdelning,5678,Mekaniker,30-39 år,28,8.87 %,201.8
2019,2019-AUG,8,Ekonomiavdelning,1234,Mekaniker,50-59 år,30,7.57 %,101.5
2020,2020-OCT,18,IT-avdelning,1234,Administratör,40-49 år,49,6.52 %,172.2
2020,2020-DEC,13,Serviceförvaltningen,9012,Administratör,30-39 år,32,8.05 %,162.2
2020,2020-OCT,14,Personalavdelning,9012,IT-specialist,30-39 år,22,3.04 %,116.0
2020,2020-JAN,8,Teknisk Förvaltning,9012,Administratör,40-49 år,48,7.15 %,238.5
2019,2019-FEB,8,Personalavdelning,7594,Mekaniker,40-49 år,40,8.93 %,220.8
2021,2021-SEP,15,Serviceförvaltningen,1234,Administratör,50-59 år,46,5.5 %,134.5
2020,2020-AUG,13,IT-avdelning,1234,IT-specialist,30-39 år,33,3.76 %,138.4
2019,2019-MAR,7,Serviceförvaltningen,7594,Platschef,20-29 år,21,5.95 %,104.8
2020,2020-AUG,5,IT-avdelning,7594,Anläggningsarbetare,40-49 år,8,8.09 %,144.5
2020,2020-DEC,17,Personalavdelning,7594,Administratör,30-39 år,48,3.75 %,187.7
2019,2019-JAN,16,Personalavdelning,1234,Mekaniker,30-39 år,49,4.44 %,163.1
2021,2021-OCT,2,Serviceförvaltningen,1234,Platschef,50-59 år,33,4.03 %,245.4
2021,2021-APR,18,Serviceförvaltningen,9012,Mekaniker,20-29 år,8,8.58 %,108.4
2019,2019-MAR,17,Ekonomiavdelning,9012,Administratör,50-59 år,14,3.44 %,188.7
2021,2021-JUN,7,IT-avdelning,1234,IT-specialist,20-29 år,29,7.81 %,228.7
2019,2019-JUL,13,Ekonomiavdelning,9012,Anläggningsarbetare,20-29 år,35,5.57 %,172.1
2019,2019-APR,18,Teknisk Förvaltning,7594,Anläggningsarbetare,40-49 år,7,8.29 %,100.4
2019,2019-JUL,14,Teknisk Förvaltning,5678,Platschef,30-39 år,6,9.75 %,136.4
2021,2021-SEP,18,Serviceförvaltningen,9012,Anläggningsarbetare,30-39 år,29,3.8 %,148.6
2019,2019-NOV,13,Personalavdelning,1234,IT-specialist,30-39 år,10,5.2 %,244.9
2020,2020-FEB,11,Teknisk Förvaltning,9012,Mekaniker,20-29 år,30,8.67 %,236.8
2021,2021-NOV,16,Teknisk Förvaltning,9012,IT-specialist,30-39 år,12,4.86 %,242.4
2021,2021-MAR,17,Ekonomiavdelning,9012,Platschef,40-49 år,39,4.51 %,223.9
2021,2021-MAY,8,Ekonomiavdelning,5678,Platschef,20-29 år,31,8.78 %,152.7
2021,2021-MAR,19,Teknisk Förvaltning,7594,Anläggningsarbetare,20-29 år,29,9.91 %,235.9
2020,2020-NOV,15,Serviceförvaltningen,1234,IT-specialist,20-29 år,22,6.9 %,247.3
2021,2021-AUG,9,Ekonomiavdelning,5678,Mekaniker,20-29 år,5,4.95 %,152.5
2021,2021-DEC,10,Teknisk Förvaltning,1234,IT-specialist,40-49 år,43,5.79 %,139.1
2019,2019-OCT,12,Personalavdelning,1234,Mekaniker,30-39 år,7,4.19 %,182.0
2021,2021-AUG,1,Ekonomiavdelning,1234,Mekaniker,40-49 år,8,8.33 %,128.1
2020,2020-AUG,9,Teknisk Förvaltning,5678,IT-specialist,30-39 år,45,8.41 %,104.9
2020,2020-DEC,15,IT-avdelning,7594,Administratör,40-49 år,41,9.13 %,241.9
2020,2020-DEC,1,Ekonomiavdelning,1234,IT-specialist,50-59 år,19,3.19 %,238.9
2020,2020-SEP,12,IT-avdelning,7594,Mekaniker,50-59 år,12,6.93 %,124.4
2021,2021-APR,3,Ekonomiavdelning,7594,Platschef,50-59 år,42,4.5 %,161.2
2021,2021-MAY,11,Ekonomiavdelning,9012,Platschef,50-59 år,23,5.39 %,224.7
2020,2020-MAY,2,IT-avdelning,5678,Anläggningsarbetare,20-29 år,30,8.49 %,199.2
2020,2020-AUG,16,Serviceförvaltningen,5678,Platschef,20-29 år,43,4.34 %,159.2
2021,2021-JUL,9,Teknisk Förvaltning,9012,Administratör,40-49 år,14,7.47 %,211.6
2020,2020-SEP,15,Serviceförvaltningen,9012,Mekaniker,40-49 år,42,7.58 %,234.6
2019,2019-AUG,12,Serviceförvaltningen,7594,IT-specialist,50-59 år,18,9.68 %,238.9
2020,2020-FEB,1,Teknisk Förvaltning,1234,IT-specialist,30-39 år,45,8.43 %,156.8
2020,2020-OCT,13,Personalavdelning,5678,Administratör,50-59 år,23,8.63 %,126.0
2019,2019-DEC,14,Serviceförvaltningen,1234,Platschef,40-49 år,34,6.72 %,236.9
2019,2019-APR,8,Serviceförvaltningen,1234,Mekaniker,50-59 år,9,4.31 %,113.9
2021,2021-JUN,8,Serviceförvaltningen,9012,Platschef,40-49 år,35,5.98 %,208.3
2021,2021-DEC,12,Personalavdelning,1234,Anläggningsarbetare,50-59 år,11,6.85 %,121.1
2019,2019-FEB,1,Ekonomiavdelning,7594,Platschef,30-39 år,23,7.75 %,158.4
2019,2019-JUL,11,IT-avdelning,9012,Anläggningsarbetare,50-59 år,35,7.25 %,161.7
2021,2021-MAR,8,IT-avdelning,1234,IT-specialist,30-39 år,43,5.76 %,123.8
2020,2020-MAR,10,Personalavdelning,9012,Mekaniker,30-39 år,28,4.86 %,238.4
2019,2019-NOV,19,Serviceförvaltningen,7594,Anläggningsarbetare,40-49 år,38,4.18 %,100.4
2021,2021-FEB,11,IT-avdelning,7594,Platschef,30-39 år,27,7.86 %,234.1
2020,2020-NOV,7,Personalavdelning,1234,Platschef,20-29 år,49,7.52 %,232.6
2019,2019-AUG,11,Teknisk Förvaltning,9012,IT-specialist,20-29 år,44,7.81 %,147.5
2020,2020-JUN,17,IT-avdelning,1234,Administratör,20-29 år,10,5.61 %,205.6
2021,2021-JAN,1,Teknisk Förvaltning,1234,Administratör,40-49 år,42,4.84 %,137.9
2019,2019-DEC,8,Serviceförvaltningen,9012,Platschef,20-29 år,45,8.32 %,213.8
2020,2020-JAN,6,IT-avdelning,1234,Administratör,40-49 år,40,8.42 %,184.2
2019,2019-JUL,18,Personalavdelning,7594,Mekaniker,40-49 år,31,6.19 %,145.0
2020,2020-AUG,6,Ekonomiavdelning,9012,Administratör,20-29 år,15,7.28 %,160.0
2021,2021-MAY,5,IT-avdelning,9012,Mekaniker,30-39 år,9,5.61 %,203.5
2021,2021-DEC,13,IT-avdelning,9012,Platschef,50-59 år,21,7.91 %,235.9
2019,2019-NOV,19,IT-avdelning,9012,Platschef,40-49 år,11,8.85 %,119.6
2020,2020-MAY,8,IT-avdelning,1234,Platschef,20-29 år,31,7.82 %,185.7
2019,2019-APR,9,Personalavdelning,1234,IT-specialist,40-49 år,19,6.59 %,138.1
2019,2019-JUN,17,Personalavdelning,7594,Administratör,30-39 år,17,6.21 %,220.2
2020,2020-JUN,3,Ekonomiavdelning,5678,Anläggningsarbetare,30-39 år,15,7.5 %,110.5
2020,2020-MAR,19,Personalavdelning,5678,Anläggningsarbetare,20-29 år,49,7.76 %,203.3
2020,2020-SEP,11,Personalavdelning,7594,Platschef,40-49 år,30,6.91 %,126.2
2021,2021-DEC,17,Serviceförvaltningen,5678,Administratör,50-59 år,26,7.37 %,189.5
2019,2019-NOV,19,Serviceförvaltningen,7594,Mekaniker,50-59 år,32,3.68 %,225.4
2019,2019-JUL,2,Teknisk Förvaltning,1234,Anläggningsarbetare,40-49 år,28,9.66 %,213.3
2021,2021-JAN,8,Ekonomiavdelning,9012,Platschef,40-49 år,33,8.54 %,212.9
2020,2020-JUL,19,Serviceförvaltningen,9012,Anläggningsarbetare,40-49 år,13,5.62 %,177.7
2021,2021-MAY,7,Ekonomiavdelning,1234,Anläggningsarbetare,20-29 år,46,6.94 %,233.6
2021,2021-MAY,17,Ekonomiavdelning,9012,Anläggningsarbetare,30-39 år,8,3.33 %,188.2
2021,2021-FEB,6,IT-avdelning,9012,Platschef,50-59 år,22,3.29 %,237.6
2019,2019-APR,19,Ekonomiavdelning,5678,Platschef,20-29 år,47,4.76 %,182.0
2021,2021-DEC,6,IT-avdelning,1234,IT-specialist,40-49 år,20,7.83 %,175.9
2019,2019-JUN,2,Teknisk Förvaltning,5678,IT-specialist,40-49 år,37,8.97 %,133.4
2019,2019-OCT,6,Teknisk Förvaltning,5678,IT-specialist,30-39 år,33,6.91 %,181.7
2019,2019-NOV,5,Teknisk Förvaltning,9012,Anläggningsarbetare,40-49 år,43,6.72 %,121.1
2020,2020-JUL,19,IT-avdelning,9012,Administratör,20-29 år,14,5.82 %,230.5
2019,2019-NOV,4,IT-avdelning,1234,Platschef,20-29 år,13,4.13 %,201.4
2019,2019-MAY,17,Teknisk Förvaltning,9012,IT-specialist,30-39 år,35,3.83 %,249.0
2020,2020-SEP,11,IT-avdelning,9012,Administratör,20-29 år,32,8.32 %,113.8
2019,2019-MAR,4,Personalavdelning,1234,IT-specialist,50-59 år,7,9.49 %,136.1
2021,2021-JAN,13,Personalavdelning,9012,IT-specialist,20-29 år,18,6.21 %,231.6
2021,2021-APR,17,IT-avdelning,5678,Administratör,20-29 år,29,7.62 %,159.3
2019,2019-SEP,9,IT-avdelning,1234,IT-specialist,20-29 år,19,9.4 %,169.9
2020,2020-APR,4,Serviceförvaltningen,9012,Anläggningsarbetare,50-59 år,6,3.63 %,229.1
2021,2021-FEB,14,Serviceförvaltningen,7594,Anläggningsarbetare,40-49 år,28,8.39 %,178.3
2020,2020-OCT,19,Ekonomiavdelning,1234,Anläggningsarbetare,20-29 år,18,7.32 %,129.0
2020,2020-MAY,3,Ekonomiavdelning,1234,Mekaniker,30-39 år,11,7.19 %,233.8
2021,2021-MAR,14,Ekonomiavdelning,7594,IT-specialist,50-59 år,40,5.05 %,104.7
2020,2020-DEC,8,Teknisk Förvaltning,9012,Mekaniker,30-39 år,28,7.79 %,234.3
2021,2021-SEP,1,Personalavdelning,9012,Platschef,20-29 år,31,8.56 %,107.6
2020,2020-APR,10,Teknisk Förvaltning,1234,Administratör,30-39 år,41,3.79 %,199.9
2021,2021-JUN,18,IT-avdelning,1234,Platschef,20-29 år,42,6.73 %,110.8
2019,2019-FEB,16,Serviceförvaltningen,9012,Mekaniker,50-59 år,34,3.71 %,205.9
2021,2021-JUN,8,IT-avdelning,9012,Anläggningsarbetare,30-39 år,31,9.11 %,105.1
2021,2021-MAR,1,IT-avdelning,5678,IT-specialist,30-39 år,43,6.55 %,226.4
2021,2021-DEC,12,Serviceförvaltningen,1234,IT-specialist,20-29 år,19,8.66 %,169.9
2021,2021-DEC,8,IT-avdelning,1234,Anläggningsarbetare,20-29 år,30,5.58 %,114.0
2020,2020-SEP,16,Ekonomiavdelning,7594,IT-specialist,40-49 år,5,3.88 %,206.0
2019,2019-NOV,18,Serviceförvaltningen,5678,Administratör,20-29 år,8,3.29 %,173.4
2021,2021-FEB,4,IT-avdelning,9012,Administratör,20-29 år,33,4.97 %,128.6
2020,2020-DEC,6,Ekonomiavdelning,5678,Administratör,40-49 år,5,4.71 %,102.4
2019,2019-DEC,12,Ekonomiavdelning,9012,Platschef,20-29 år,47,6.92 %,162.7
2019,2019-SEP,9,Personalavdelning,9012,Anläggningsarbetare,20-29 år,26,3.15 %,112.8
2019,2019-MAY,15,Ekonomiavdelning,5678,Administratör,40-49 år,15,6.64 %,114.1
2019,2019-AUG,16,Teknisk Förvaltning,1234,Mekaniker,50-59 år,14,5.74 %,140.1
2021,2021-FEB,12,Serviceförvaltningen,9012,Administratör,50-59 år,21,7.04 %,194.6
2021,2021-JUN,14,Serviceförvaltningen,5678,Platschef,20-29 år,40,7.92 %,179.5
2020,2020-MAR,13,Serviceförvaltningen,7594,Mekaniker,20-29 år,30,7.44 %,110.3
2020,2020-DEC,2,IT-avdelning,5678,Anläggningsarbetare,40-49 år,25,9.89 %,245.3
2020,2020-DEC,3,IT-avdelning,7594,Anläggningsarbetare,40-49 år,17,3.97 %,233.1
2019,2019-OCT,10,Teknisk Förvaltning,9012,Administratör,50-59 år,13,6.01 %,138.9
2019,2019-MAY,9,Ekonomiavdelning,5678,Mekaniker,30-39 år,15,5.97 %,118.4
2021,2021-DEC,8,IT-avdelning,5678,Mekaniker,20-29 år,15,5.92 %,241.4
2019,2019-AUG,10,Ekonomiavdelning,7594,Administratör,30-39 år,10,7.65 %,169.2
2019,2019-OCT,19,Ekonomiavdelning,5678,Administratör,30-39 år,5,6.43 %,146.7
2019,2019-JAN,3,IT-avdelning,5678,IT-specialist,40-49 år,10,6.62 %,173.6
2020,2020-MAY,5,IT-avdelning,9012,IT-specialist,20-29 år,17,6.03 %,215.9
2020,2020-MAR,3,Teknisk Förvaltning,5678,Administratör,20-29 år,26,9.94 %,125.3
2021,2021-APR,16,Personalavdelning,1234,Platschef,40-49 år,35,9.49 %,215.1
2019,2019-FEB,17,Serviceförvaltningen,7594,IT-specialist,30-39 år,26,5.15 %,212.4
2019,2019-SEP,15,IT-avdelning,5678,Administratör,40-49 år,41,3.78 %,180.9
2021,2021-MAR,3,IT-avdelning,7594,Mekaniker,50-59 år,31,8.88 %,229.9
2019,2019-FEB,12,Ekonomiavdelning,7594,IT-specialist,20-29 år,18,9.98 %,119.8
2019,2019-OCT,9,Personalavdelning,7594,Platschef,50-59 år,9,5.05 %,189.3
2020,2020-NOV,12,IT-avdelning,5678,Anläggningsarbetare,40-49 år,40,5.5 %,167.4
2021,2021-SEP,15,Personalavdelning,5678,Mekaniker,20-29 år,36,9.59 %,163.3
2021,2021-JUL,2,Serviceförvaltningen,7594,Platschef,50-59 år,38,7.98 %,137.9
2021,2021-JUN,18,Ekonomiavdelning,1234,Platschef,50-59 år,11,5.07 %,155.8
2021,2021-JAN,12,Teknisk Förvaltning,7594,Platschef,30-39 år,46,7.07 %,116.2
2020,2020-MAY,4,Serviceförvaltningen,1234,Mekaniker,20-29 år,14,9.61 %,137.7
2020,2020-DEC,16,Personalavdelning,7594,Platschef,50-59 år,21,8.68 %,140.8
2019,2019-NOV,16,Personalavdelning,9012,Anläggningsarbetare,50-59 år,34,8.19 %,208.1
2019,2019-NOV,1,Serviceförvaltningen,7594,IT-specialist,30-39 år,25,8.16 %,107.3
2019,2019-MAR,2,Personalavdelning,7594,Mekaniker,50-59 år,17,4.25 %,197.7
2019,2019-JAN,3,Teknisk Förvaltning,5678,Platschef,50-59 år,5,8.77 %,133.2
2020,2020-APR,17,Teknisk Förvaltning,1234,Administratör,50-59 år,5,4.93 %,112.3
2021,2021-FEB,1,Personalavdelning,9012,IT-specialist,30-39 år,37,9.51 %,145.1
2020,2020-FEB,6,Personalavdelning,1234,Mekaniker,50-59 år,42,5.55 %,133.7
2019,2019-MAR,15,Teknisk Förvaltning,9012,Administratör,50-59 år,29,9.0 %,182.8
2020,2020-AUG,14,Personalavdelning,7594,Administratör,20-29 år,30,4.86 %,153.6
2021,2021-AUG,15,IT-avdelning,5678,Platschef,20-29 år,17,6.6 %,244.9
2021,2021-DEC,14,Ekonomiavdelning,5678,Mekaniker,30-39 år,32,3.75 %,244.5
2020,2020-JUL,5,IT-avdelning,1234,Platschef,40-49 år,37,7.62 %,166.6
2020,2020-JUN,6,Personalavdelning,5678,Anläggningsarbetare,20-29 år,41,8.85 %,219.3
2020,2020-SEP,17,Personalavdelning,1234,Administratör,30-39 år,45,8.03 %,102.0
2019,2019-APR,11,Ekonomiavdelning,1234,Anläggningsarbetare,50-59 år,34,6.66 %,182.2
2020,2020-DEC,16,Personalavdelning,9012,Platschef,50-59 år,12,3.32 %,211.5
2020,2020-JAN,12,Ekonomiavdelning,1234,IT-specialist,30-39 år,5,9.53 %,132.5
2020,2020-AUG,15,Teknisk Förvaltning,9012,Administratör,50-59 år,16,7.94 %,109.2
2021,2021-JUL,4,Ekonomiavdelning,5678,IT-specialist,50-59 år,9,8.22 %,123.4
2021,2021-JUL,18,Ekonomiavdelning,1234,Mekaniker,40-49 år,28,8.56 %,166.3
2019,2019-MAR,3,IT-avdelning,1234,Administratör,50-59 år,10,8.23 %,176.0
2019,2019-APR,8,Personalavdelning,7594,Anläggningsarbetare,20-29 år,29,6.09 %,157.1
2021,2021-OCT,3,Teknisk Förvaltning,1234,IT-specialist,50-59 år,5,8.14 %,166.0
2021,2021-SEP,8,Serviceförvaltningen,1234,Mekaniker,30-39 år,29,7.38 %,170.5
2021,2021-JUN,18,Ekonomiavdelning,7594,Administratör,40-49 år,5,8.98 %,215.4
2020,2020-MAY,10,Serviceförvaltningen,7594,Mekaniker,50-59 år,36,8.62 %,115.8
2020,2020-MAR,17,Personalavdelning,5678,Anläggningsarbetare,30-39 år,46,3.29 %,215.3
2021,2021-SEP,8,Ekonomiavdelning,1234,Administratör,20-29 år,46,5.65 %,203.3
2020,2020-MAY,11,Serviceförvaltningen,5678,Mekaniker,50-59 år,7,3.24 %,211.2
2020,2020-MAY,5,IT-avdelning,5678,Platschef,40-49 år,23,3.71 %,210.2
2019,2019-APR,13,Serviceförvaltningen,7594,Administratör,50-59 år,47,7.21 %,170.6
2021,2021-APR,5,IT-avdelning,9012,Administratör,30-39 år,33,9.12 %,131.7
2021,2021-DEC,13,Teknisk Förvaltning,5678,Administratör,40-49 år,6,3.84 %,180.5
2020,2020-JAN,6,Personalavdelning,9012,Administratör,50-59 år,13,6.16 %,243.7
2021,2021-JUL,5,Serviceförvaltningen,1234,Platschef,20-29 år,21,9.38 %,188.3
2019,2019-SEP,9,Ekonomiavdelning,7594,Anläggningsarbetare,40-49 år,40,8.7 %,101.7
2019,2019-MAR,16,Personalavdelning,1234,Platschef,20-29 år,21,6.64 %,109.0
2019,2019-DEC,2,Serviceförvaltningen,1234,Platschef,30-39 år,16,8.4 %,248.9
2021,2021-FEB,1,Ekonomiavdelning,7594,Mekaniker,50-59 år,24,6.66 %,110.8
2021,2021-MAR,8,Ekonomiavdelning,1234,IT-specialist,20-29 år,7,4.11 %,106.9
2021,2021-JAN,19,Ekonomiavdelning,7594,IT-specialist,30-39 år,47,3.87 %,153.0
2021,2021-JUN,11,Ekonomiavdelning,9012,Mekaniker,50-59 år,8,4.32 %,245.4
2021,2021-NOV,12,Serviceförvaltningen,1234,Platschef,30-39 år,21,5.46 %,147.8
2019,2019-NOV,12,Teknisk Förvaltning,7594,Mekaniker,20-29 år,41,9.51 %,161.5
2020,2020-JUL,7,IT-avdelning,5678,Administratör,30-39 år,46,8.6 %,195.1
2019,2019-NOV,13,IT-avdelning,1234,Mekaniker,40-49 år,19,6.03 %,103.6
2021,2021-NOV,8,IT-avdelning,9012,Mekaniker,50-59 år,37,6.45 %,234.7
2019,2019-FEB,9,Teknisk Förvaltning,7594,Administratör,30-39 år,20,4.86 %,177.9
2021,2021-AUG,7,Ekonomiavdelning,1234,IT-specialist,20-29 år,15,7.93 %,170.0
2021,2021-JUN,15,Ekonomiavdelning,1234,Administratör,50-59 år,24,8.62 %,229.1
2019,2019-APR,2,Personalavdelning,1234,Anläggningsarbetare,40-49 år,42,4.67 %,243.0
2021,2021-MAY,12,IT-avdelning,9012,Mekaniker,50-59 år,28,3.29 %,163.5
2020,2020-AUG,1,IT-avdelning,7594,Mekaniker,40-49 år,20,7.37 %,125.9
2021,2021-MAR,8,Ekonomiavdelning,5678,IT-specialist,50-59 år,34,6.94 %,222.4
2020,2020-MAR,5,IT-avdelning,5678,Platschef,30-39 år,38,5.81 %,160.5
2020,2020-NOV,15,Ekonomiavdelning,5678,Administratör,30-39 år,5,7.51 %,240.3
2021,2021-APR,1,Ekonomiavdelning,7594,Platschef,20-29 år,28,6.85 %,242.5
2019,2019-JAN,1,Ekonomiavdelning,5678,Anläggningsarbetare,40-49 år,28,4.75 %,117.2
2020,2020-SEP,10,Serviceförvaltningen,9012,Administratör,20-29 år,13,5.78 %,243.5
2019,2019-AUG,10,Serviceförvaltningen,7594,Anläggningsarbetare,30-39 år,26,6.0 %,155.2
2020,2020-AUG,15,Serviceförvaltningen,1234,Anläggningsarbetare,40-49 år,16,9.16 %,196.9
2021,2021-OCT,17,Serviceförvaltningen,9012,Anläggningsarbetare,20-29 år,21,9.73 %,105.2
2021,2021-JUN,6,Teknisk Förvaltning,1234,Administratör,20-29 år,29,9.25 %,233.3
2020,2020-JUL,3,Personalavdelning,5678,Administratör,20-29 år,32,8.03 %,196.2
2021,2021-JUN,13,Personalavdelning,9012,IT-specialist,20-29 år,19,7.09 %,196.5
2020,2020-SEP,16,Ekonomiavdelning,7594,Mekaniker,20-29 år,34,7.82 %,235.3
2021,2021-MAR,8,IT-avdelning,9012,Platschef,40-49 år,31,9.57 %,176.3
2019,2019-MAR,15,Serviceförvaltningen,1234,Platschef,20-29 år,26,4.75 %,161.6
2021,2021-MAR,17,Personalavdelning,7594,Anläggningsarbetare,40-49 år,14,6.75 %,229.9
2019,2019-OCT,17,Personalavdelning,9012,Administratör,20-29 år,35,7.83 %,211.4
2021,2021-MAR,13,Serviceförvaltningen,9012,Administratör,30-39 år,31,7.75 %,242.3
2019,2019-SEP,17,Teknisk Förvaltning,9012,Anläggningsarbetare,30-39 år,16,4.77 %,241.0
2021,2021-DEC,6,Teknisk Förvaltning,9012,Mekaniker,20-29 år,35,7.11 %,157.3
2019,2019-APR,17,Personalavdelning,7594,Platschef,50-59 år,36,8.57 %,167.0
2020,2020-JUL,16,Teknisk Förvaltning,1234,IT-specialist,30-39 år,36,6.33 %,138.4
2020,2020-SEP,14,Serviceförvaltningen,9012,Mekaniker,40-49 år,45,8.55 %,199.1
2019,2019-NOV,13,Personalavdelning,7594,Administratör,20-29 år,49,5.52 %,154.7
2021,2021-DEC,6,Serviceförvaltningen,1234,Anläggningsarbetare,40-49 år,39,9.57 %,217.9
2019,2019-JUL,3,Teknisk Förvaltning,9012,Platschef,50-59 år,25,6.74 %,118.2
2021,2021-SEP,14,Serviceförvaltningen,1234,Anläggningsarbetare,20-29 år,14,7.17 %,117.5
2020,2020-DEC,14,Teknisk Förvaltning,1234,Administratör,30-39 år,20,3.22 %,130.7
2021,2021-MAR,15,Teknisk Förvaltning,7594,Anläggningsarbetare,40-49 år,11,4.19 %,112.6
2020,2020-APR,8,Serviceförvaltningen,1234,Platschef,30-39 år,8,7.43 %,193.0
2021,2021-AUG,15,Teknisk Förvaltning,7594,Anläggningsarbetare,30-39 år,31,5.94 %,122.1
2021,2021-JUN,13,Ekonomiavdelning,9012,Platschef,20-29 år,29,6.56 %,124.0
2021,2021-MAY,17,Serviceförvaltningen,1234,Anläggningsarbetare,40-49 år,35,3.44 %,102.1
2019,2019-APR,3,Ekonomiavdelning,1234,Anläggningsarbetare,50-59 år,15,8.84 %,217.3
2019,2019-AUG,6,Serviceförvaltningen,5678,Platschef,30-39 år,24,8.49 %,221.8
2020,2020-JAN,5,Teknisk Förvaltning,9012,Anläggningsarbetare,20-29 år,40,4.3 %,124.3
2020,2020-SEP,17,Teknisk Förvaltning,9012,Mekaniker,20-29 år,21,7.44 %,210.9
2019,2019-JAN,2,Personalavdelning,5678,IT-specialist,50-59 år,49,8.73 %,165.0
2020,2020-AUG,15,Personalavdelning,5678,Mekaniker,20-29 år,15,7.49 %,135.9
2019,2019-APR,5,Ekonomiavdelning,7594,IT-specialist,30-39 år,34,5.17 %,193.2
2021,2021-SEP,6,Teknisk Förvaltning,7594,Mekaniker,20-29 år,39,7.59 %,126.8
2020,2020-NOV,6,Personalavdelning,1234,IT-specialist,40-49 år,45,4.47 %,213.5
2020,2020-MAY,18,Teknisk Förvaltning,1234,Anläggningsarbetare,40-49 år,42,5.23 %,107.1
2019,2019-MAR,18,Serviceförvaltningen,1234,Platschef,30-39 år,26,4.68 %,243.9
2020,2020-SEP,4,Personalavdelning,1234,Platschef,40-49 år,47,6.9 %,110.8
2020,2020-NOV,17,Ekonomiavdelning,7594,Administratör,50-59 år,31,3.76 %,186.9
2021,2021-SEP,14,Personalavdelning,9012,IT-specialist,20-29 år,41,9.53 %,235.3
2020,2020-APR,14,Teknisk Förvaltning,1234,Administratör,30-39 år,39,5.33 %,101.8
2021,2021-NOV,13,IT-avdelning,9012,Administratör,50-59 år,8,4.53 %,174.8
2019,2019-APR,7,IT-avdelning,1234,IT-specialist,20-29 år,20,6.48 %,152.5
2020,2020-DEC,12,Teknisk Förvaltning,5678,Platschef,50-59 år,20,4.94 %,187.0
2021,2021-AUG,15,Serviceförvaltningen,1234,IT-specialist,30-39 år,25,6.74 %,133.8
2019,2019-FEB,19,Personalavdelning,1234,Anläggningsarbetare,30-39 år,30,5.44 %,109.7
2020,2020-SEP,11,IT-avdelning,1234,Administratör,50-59 år,40,3.92 %,193.9
2019,2019-JUN,15,Serviceförvaltningen,7594,Administratör,20-29 år,23,4.86 %,162.5
2020,2020-SEP,12,Teknisk Förvaltning,5678,IT-specialist,40-49 år,21,6.07 %,193.4
2019,2019-AUG,3,Serviceförvaltningen,1234,Administratör,40-49 år,49,3.21 %,131.6
